mmsi,is_fishing,label,sublabel,length,tonnage,list_sources,with_ranges
243075337584669,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
230402775207693,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
74527182934859,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
250997151742934,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
212739092545329,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
241225860838598,Non-fishing,Passenger,,,,kristina_fishing,False
145427722173669,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
129464751554308,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
226565456335161,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
163359863008304,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
212797075749048,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
64115244282548,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
183227640189271,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
220673900095977,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
273868846286996,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
157193704834644,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
127284263710041,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
71151050660903,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
219558873195308,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
237058485998553,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
50317915856056,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
152775622961558,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
22458387244808,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
277112922583959,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
97948770267228,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
172844595681218,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
213660537687314,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
113036274768455,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
5108586171166,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
182326604324132,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
115374112956155,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
76741958228683,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
140087519443005,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
179704321222592,Non-fishing,Passenger,,,,five24_fishing,False
210660148206536,Non-fishing,Passenger,,,,five24_fishing,False
14672646215782,Non-fishing,Passenger,,,,river_fishing,False
3739203853665,Non-fishing,Passenger,,,,river_fishing,False
126306265770702,Fishing,Fixed gear,Set gillnets,20.0,89.090000000000003,eu_fishing,False
24381082821831,Fishing,Pole and line,,26.5,149.97999999999999,eu_fishing,False
221679104682313,Fishing,Fixed gear,Set longlines,15.0,51.719999999999999,eu_fishing,False
258619358259491,Fishing,Fixed gear,,29.460000000000001,224.0,eu_fishing,False
69012888221681,Fishing,Pole and line,,25.399999999999999,138.66,clav_fishing;eu_fishing,False
101230454096520,Fishing,Pole and line,,9.1500000000000004,5.5300000000000002,eu_fishing,False
54059693609002,Fishing,Pole and line,,11.949999999999999,13.09,eu_fishing,False
168922031107887,Fishing,,,15.35,42.219999999999999,eu_fishing,False
224093311595517,Fishing,,,9.0,4.5800000000000001,eu_fishing,False
207886753230895,Fishing,,,13.5,19.809999999999999,eu_fishing,False
78900563621446,Fishing,Pole and line,,9.6500000000000004,8.2799999999999994,eu_fishing,False
213905540694601,Fishing,,,15.35,40.0,eu_fishing,False
90776643565328,Fishing,,,8.9800000000000004,4.7800000000000002,eu_fishing,False
86119106497840,Fishing,,,20.0,77.390000000000001,clav_fishing;eu_fishing,True
50921235450910,Fishing,,,16.199999999999999,42.200000000000003,eu_fishing,False
73677611770071,Fishing,,,16.199999999999999,42.200000000000003,eu_fishing,False
95385423616269,Fishing,Pole and line,,24.0,98.319999999999993,clav_fishing;eu_fishing,False
214572731257568,Fishing,Pole and line,,25.0,148.41999999999999,clav_fishing;eu_fishing,True
272486613349156,Fishing,Pole and line,,20.0,86.769999999999996,clav_fishing;eu_fishing,False
16347293924784,Fishing,,,16.100000000000001,52.240000000000002,eu_fishing,True
233142924545666,Fishing,,,19.899999999999999,88.010000000000005,eu_fishing,False
24745374473840,Fishing,,,20.0,86.640000000000001,clav_fishing;eu_fishing,False
36471617888150,Fishing,Pole and line,,14.0,22.190000000000001,eu_fishing,False
28520924936300,Fishing,Drifting longlines,,27.510000000000002,225.0,eu_fishing;itu_fishing,False
17756107268614,Fishing,,,34.5,273.0,eu_fishing;itu_fishing,True
112206565999644,Fishing,,,,,itu_fishing,False
200972662259014,Fishing,,,,,itu_fishing,False
243542814991816,Fishing,,,25.359999999999999,154.0,eu_fishing,True
267463856453787,Fishing,,,27.199999999999999,232.69,eu_fishing,False
234351215612881,Fishing,,,28.600000000000001,228.0,eu_fishing;itu_fishing,False
200957677904184,Fishing,Trawlers,,28.199999999999999,249.0,eu_fishing,False
76120196294918,Fishing,Drifting longlines,,32.799999999999997,332.0,eu_fishing;itu_fishing,False
190825293417380,Fishing,,,24.75,157.94,eu_fishing;itu_fishing,False
114978723033865,Fishing,,,28.100000000000001,238.31999999999999,eu_fishing;itu_fishing,False
205176481217997,Fishing,Fixed gear,Set longlines,23.0,123.3,eu_fishing,False
155194202511558,Fishing,,,21.0,136.30000000000001,eu_fishing;itu_fishing,False
203547749456711,Fishing,,,,,itu_fishing,False
227806361987492,Fishing,,,,,itu_fishing,False
108554390563295,Fishing,Fixed gear,Set gillnets,20.0,51.719999999999999,eu_fishing,False
241386100478071,Fishing,Trawlers,,28.0,249.0,eu_fishing,False
77725384697166,Fishing,Trawlers,,23.600000000000001,175.74000000000001,eu_fishing,False
264921061749231,Fishing,Purse seines,,19.0,53.969999999999999,eu_fishing,False
262281579374724,Fishing,,,21.140000000000001,66.349999999999994,eu_fishing,True
140937494546640,Fishing,Fixed gear,Set gillnets,20.0,86.890000000000001,eu_fishing,False
21863119749619,Fishing,,,21.5,63.539999999999999,eu_fishing,False
39430498891705,Fishing,,,,,itu_fishing,False
67806145501429,Fishing,Trawlers,,29.300000000000001,217.0,eu_fishing,False
184138445691442,Fishing,Purse seines,,22.699999999999999,68.579999999999998,eu_fishing,False
84839983587274,Fishing,Trawlers,,23.600000000000001,179.53,eu_fishing,False
62146174967874,Fishing,Pole and line,,25.399999999999999,138.66,clav_fishing,False
207868319491892,Fishing,Fixed gear,Set gillnets,15.06,21.989999999999998,eu_fishing,False
133199173548905,Fishing,,,,,itu_fishing,False
57020787906801,Fishing,Fixed gear,,17.32,34.939999999999998,eu_fishing,False
157978963759435,Fishing,Fixed gear,,15.34,23.780000000000001,eu_fishing,False
166541380954021,Fishing,Fixed gear,,18.800000000000001,35.359999999999999,eu_fishing,False
201509544850136,Fishing,Fixed gear,,16.75,27.920000000000002,eu_fishing,False
127146227194235,Fishing,Fixed gear,Set gillnets,18.699999999999999,36.759999999999998,eu_fishing,False
16890071533266,Fishing,,,,,itu_fishing,False
163454186850556,Fishing,,,18.75,38.880000000000003,eu_fishing,True
109390734461388,Fishing,Pole and line,,29.899999999999999,186.43000000000001,clav_fishing;eu_fishing,False
87467499040082,Non-fishing,,,100.59999999999999,4450.0,cargotanker_fishing;reefer_fishing,False
235938034724439,Fishing,Pole and line,,28.100000000000001,134.0,clav_fishing;eu_fishing,False
178053376021978,Fishing,Pole and line,,28.100000000000001,135.0,clav_fishing,False
199941004673890,Fishing,,,28.0,215.0,eu_fishing,False
266363267187185,Fishing,,,28.100000000000001,215.0,eu_fishing,False
255254125226529,Fishing,,,28.100000000000001,184.0,eu_fishing,False
32775558413225,Fishing,Drifting longlines,,24.199999999999999,188.0,eu_fishing;itu_fishing,False
120408814593583,Fishing,Trawlers,,84.939999999999998,2251.0,eu_fishing,False
138107925811647,Fishing,,,,,itu_fishing,False
205168278590895,Fishing,,,30.170000000000002,145.0,eu_fishing,False
243637310646009,Fishing,Pole and line,,31.140000000000001,166.0,clav_fishing;eu_fishing,False
161439888929171,Fishing,Pole and line,,30.800000000000001,155.0,clav_fishing,False
157162132254223,Fishing,,,25.41,116.0,clav_fishing;eu_fishing,False
77268173244488,Fishing,Pole and line,,29.25,145.0,clav_fishing,False
9875668525997,Fishing,Pole and line,,28.100000000000001,134.0,clav_fishing;eu_fishing,False
106212867592176,Fishing,,,,,itu_fishing,False
87031415611873,Fishing,Pole and line,,28.100000000000001,134.0,clav_fishing;eu_fishing,True
149732026109185,Fishing,Fixed gear,,29.460000000000001,167.0,eu_fishing;itu_fishing,True
216777018128032,Fishing,Pole and line,,25.399999999999999,138.52000000000001,clav_fishing,False
128765646676516,Fishing,,,24.899999999999999,178.41999999999999,eu_fishing;itu_fishing,False
32915605169793,Fishing,,,29.460000000000001,171.0,eu_fishing,False
106094633260957,Fishing,Pole and line,,29.460000000000001,171.0,clav_fishing;eu_fishing,False
152129414258658,Fishing,Drifting longlines,,37.700000000000003,319.0,eu_fishing,False
133234319381116,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing_fishing,False
169566554416668,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker_fishing,False
97531336629146,Fishing,,,,,itu_fishing,False
10973852867591,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing_fishing,False
84593152446100,Fishing,Trawlers,,23.940000000000001,94.0,eu_fishing;itu_fishing,False
105333398004981,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing_fishing,False
162132820831599,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing_fishing,False
87448190988375,Fishing,,,,,itu_fishing,False
275143602875416,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing_fishing,False
197697433562492,Fishing,Trawlers,,18.140000000000001,55.0,eu_fishing;itu_fishing,False
110288548591977,Fishing,,,,,itu_fishing,False
163379062631744,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing_fishing,False
249989438629298,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
94495826612270,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing_fishing,False
48801668012658,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
47191505347817,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker_fishing,False
265123994793659,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing_fishing,False
34032541414581,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing_fishing,False
167294122047109,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing_fishing,False
161364200823682,Fishing,Trawlers,,38.310000000000002,387.0,eu_fishing;itu_fishing,False
273986772658930,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing_fishing,False
158313153846475,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing_fishing,False
38485248052422,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing_fishing,False
120736687573653,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing_fishing,False
11195236906853,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing_fishing,False
9061571747810,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing_fishing,False
109914808609239,Fishing,,,,135.0,itu_fishing,False
31125524546562,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing_fishing,False
163559744617597,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing_fishing,False
110712205500668,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing_fishing,False
249644713593989,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing_fishing,False
140555625972591,Fishing,,,,,itu_fishing,False
110125805705170,Fishing,Fixed gear,Set gillnets,21.530000000000001,133.0,eu_fishing;itu_fishing,False
86715783847924,Fishing,Trawlers,,33.670000000000002,273.0,eu_fishing,False
206565213436513,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
34504383350136,Fishing,,,,37.0,itu_fishing,False
205582867444681,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing_fishing,False
178345866715011,Fishing,Trawlers,,23.989999999999998,102.0,eu_fishing,False
30696434201742,Fishing,,,,,itu_fishing,False
34792088675912,Fishing,Trawlers,,23.82,104.0,eu_fishing,False
229605213754718,Fishing,Trawlers,,32.5,251.0,eu_fishing;itu_fishing,False
268030870708031,Fishing,Trawlers,,27.199999999999999,100.0,eu_fishing;itu_fishing,False
137810274420417,Fishing,Trawlers,,37.200000000000003,275.0,eu_fishing;itu_fishing,False
43952083452367,Fishing,Trawlers,,34.899999999999999,279.0,eu_fishing;itu_fishing,False
184258529968545,Fishing,,,,,itu_fishing,False
223162093284893,Fishing,,,,,itu_fishing,False
278699974525003,Fishing,Trawlers,,29.800000000000001,252.0,eu_fishing;itu_fishing,False
29310689917688,Fishing,Trawlers,,37.869999999999997,385.0,eu_fishing;itu_fishing,False
161716908204907,Fishing,,,,,itu_fishing,False
138856404540916,Fishing,,,,,itu_fishing,False
243296362338045,Fishing,,,,207.0,itu_fishing,False
5158554652442,Fishing,,,,,itu_fishing,False
118100011516529,Fishing,,,,,itu_fishing,False
161849155170793,Fishing,Trawlers,,37.810000000000002,384.0,eu_fishing,False
169830004805064,Fishing,Trawlers,,37.090000000000003,366.0,eu_fishing;itu_fishing,False
193561551865339,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing_fishing,False
264425484381909,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing_fishing,False
86518974543011,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing_fishing,False
242541563305968,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing_fishing,False
135479776376691,Non-fishing,Passenger,,,,itu_nonfishing_fishing,False
162911304203075,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing_fishing,False
87809657520347,Fishing,,,,12.0,itu_fishing,False
34118520929637,Fishing,Trawlers,,23.940000000000001,139.0,eu_fishing;itu_fishing,False
74060860023267,Fishing,Trawlers,,38.93,372.0,eu_fishing,False
